zcta,demand_supply_gap_2019,demand_supply_gap_2021,demand_supply_gap_2022,demand_supply_gap_2023,pct_hh_income_100k_plus_2019,pct_hh_income_100k_plus_2021,pct_hh_income_100k_plus_2022,pct_hh_income_100k_plus_2023,pct_pop_25_44_2019,pct_pop_25_44_2021,pct_pop_25_44_2022,pct_pop_25_44_2023,total_population_2019,total_population_2021,total_population_2022,total_population_2023,units_per_target_hh_2019,units_per_target_hh_2021,units_per_target_hh_2022,units_per_target_hh_2023,pct_pop_25_44_change_19_23,pct_pop_25_44_pct_change_19_23,pct_hh_income_100k_plus_change_19_23,pct_hh_income_100k_plus_pct_change_19_23,total_population_change_19_23,total_population_pct_change_19_23,demand_supply_gap_change_19_23,demand_supply_gap_pct_change_19_23,units_per_target_hh_change_19_23,units_per_target_hh_pct_change_19_23,score_density,score_growth,score_affordability,score_penetration,opportunity_score,investment_tier,rationale
98651,-154.0,-153.0,-149.0,-91.0,40.31,51.3,56.31,62.62,22.38,20.29,24.47,17.97,800.0,1035.0,944.0,935.0,2.782051282051282,2.1313559322033897,1.9211618257261411,1.6920152091254752,-4.41,-19.71,22.31,55.35,135.0,16.88,63.0,-40.91,-1.0900360729258067,-39.18102013281702,62.62,61.16,50.0,69.99,60.21,WATCH LIST,ZIP 98651: +22.3pp income-demographic growth; monitor supply tightening before land acquisition.
95124,552.0,967.0,829.0,1107.0,76.72,78.24,77.98,78.43,26.69,26.24,25.86,25.52,51455.0,52442.0,51803.0,51991.0,1.3444158984434034,1.3155672054754624,1.3230825958702064,1.3200669383003492,-1.17,-4.38,1.71,2.23,536.0,1.04,555.0,100.54,-0.02434896014305421,-1.8111181347413412,78.43,50.86,50.0,50.23,60.2,WATCH LIST,ZIP 95124: above-average fundamentals; revisit after next ACS release to confirm sustained trajectory.
93730,-351.0,-181.0,-102.0,-234.0,69.4,75.58,75.48,76.13,24.02,23.14,21.05,23.06,12770.0,12810.0,12461.0,13021.0,1.4826916855386607,1.3855664174813112,1.4125714285714286,1.425554953979426,-0.96,-4.0,6.73,9.7,251.0,1.97,117.0,-33.33,-0.0571367315592346,-3.8535814368229135,76.13,53.37,50.0,51.31,60.18,WATCH LIST,ZIP 93730: +6.7pp income-demographic growth; monitor supply tightening before land acquisition.
95126,3969.0,4850.0,5399.0,5914.0,59.1,67.27,69.5,71.33,40.01,39.66,39.7,40.45,36206.0,36457.0,36996.0,38239.0,1.779128672745694,1.5786244433448788,1.5302564102564102,1.4915015411712902,0.44,1.1,12.23,20.69,2033.0,5.62,1945.0,49.0,-0.2876271315744039,-16.166741393162678,71.33,56.12,50.0,57.82,60.17,WATCH LIST,ZIP 95126: +12.2pp income-demographic growth; monitor supply tightening before land acquisition.
97352,-559.0,-407.0,-262.0,-369.0,41.95,55.99,66.34,63.7,24.18,25.24,26.73,26.39,6518.0,6740.0,6488.0,6635.0,2.5413363533408835,1.9125541125541126,1.6286161063330726,1.6555984555984555,2.21,9.14,21.75,51.85,117.0,1.8,190.0,-33.99,-0.885737897742428,-34.8532336767631,63.7,60.88,50.0,67.7,60.17,WATCH LIST,ZIP 97352: +21.8pp income-demographic growth; monitor supply tightening before land acquisition.
98011,-489.0,751.0,1533.0,1778.0,61.8,66.17,72.41,72.56,32.12,32.61,33.74,32.83,33830.0,27396.0,27573.0,28250.0,1.7076137192897105,1.6268494638251663,1.486733308651117,1.4832855778414518,0.71,2.21,10.76,17.41,-5580.0,-16.49,2267.0,-463.6,-0.22432814144825874,-13.136937172276236,72.56,55.38,50.0,56.22,60.17,WATCH LIST,ZIP 98011: +10.8pp income-demographic growth; monitor supply tightening before land acquisition.
90277,3491.0,4060.0,4328.0,4271.0,68.29,71.42,73.43,74.9,29.28,27.54,27.11,27.43,34827.0,36409.0,36339.0,35391.0,1.6299445471349352,1.5343910878555151,1.485462482497323,1.484567147161821,-1.85,-6.32,6.61,9.68,564.0,1.62,780.0,22.34,-0.14537739997311427,-8.919162325408804,74.9,53.3,50.0,53.99,60.14,WATCH LIST,ZIP 90277: +6.6pp income-demographic growth; monitor supply tightening before land acquisition.
94114,5679.0,5529.0,5424.0,5772.0,77.54,76.18,77.04,78.85,44.71,41.49,39.92,40.36,34918.0,34474.0,33858.0,33627.0,1.4074414331649059,1.4324925247259066,1.4185814950980393,1.4102641509433962,-4.35,-9.73,1.31,1.69,-1291.0,-3.7,93.0,1.64,0.0028227177784903024,0.20055667766884425,78.85,50.66,50.0,49.16,60.14,WATCH LIST,ZIP 94114: above-average fundamentals; revisit after next ACS release to confirm sustained trajectory.
96750,-286.0,-161.0,-118.0,-67.0,36.84,49.76,52.77,61.4,25.99,21.13,22.29,21.01,3428.0,3719.0,3557.0,3137.0,3.0554371002132195,2.253225806451613,2.134087237479806,1.8263473053892216,-4.98,-19.16,24.56,66.67,-291.0,-8.49,219.0,-76.57,-1.2290897948239978,-40.226316383283674,61.4,62.28,50.0,70.55,60.14,WATCH LIST,ZIP 96750: +24.6pp income-demographic growth; monitor supply tightening before land acquisition.
98052,6258.0,7881.0,9172.0,10136.0,74.55,76.39,77.56,77.42,40.38,39.33,38.71,39.69,70245.0,75765.0,77324.0,79074.0,1.4188128291048347,1.381522446324008,1.355015222578787,1.3655582040561134,-0.69,-1.71,2.87,3.85,8829.0,12.57,3878.0,61.97,-0.05325462504872136,-3.7534637378716864,77.42,51.43,50.0,51.25,60.14,WATCH LIST,ZIP 98052: above-average fundamentals; revisit after next ACS release to confirm sustained trajectory.
98604,-2782.0,-2170.0,-1900.0,-1497.0,56.88,62.84,66.45,69.93,22.69,23.68,24.18,23.62,37225.0,37041.0,37212.0,38550.0,1.8494715795487005,1.653932865731463,1.561140018921476,1.4675254384065815,0.93,4.1,13.05,22.94,1325.0,3.56,1285.0,-46.19,-0.381946141142119,-20.65163614113604,69.93,56.53,50.0,60.19,60.14,WATCH LIST,ZIP 98604: +13.1pp income-demographic growth; monitor supply tightening before land acquisition.
95008,3580.0,3902.0,4185.0,4960.0,70.0,69.53,72.17,75.37,32.09,30.99,30.57,30.41,46352.0,48786.0,48746.0,48415.0,1.5540194981620585,1.530659324304212,1.4820751967356456,1.4198652004256829,-1.68,-5.24,5.37,7.67,2063.0,4.45,1380.0,38.55,-0.13415429773637566,-8.632729376628811,75.37,52.68,50.0,53.84,60.13,WATCH LIST,ZIP 95008: +5.4pp income-demographic growth; monitor supply tightening before land acquisition.
99515,-890.0,-543.0,-272.0,-248.0,67.04,70.92,75.69,74.13,28.61,26.4,26.53,27.72,22950.0,21596.0,21629.0,21879.0,1.596392333709132,1.4948259642521167,1.414599824098505,1.4141466805700382,-0.89,-3.11,7.09,10.58,-1071.0,-4.67,642.0,-72.13,-0.1822456531390937,-11.41609423265368,74.13,53.54,50.0,55.31,60.13,WATCH LIST,ZIP 99515: +7.1pp income-demographic growth; monitor supply tightening before land acquisition.
97351,-1005.0,-759.0,-305.0,-153.0,30.85,38.76,52.39,58.21,25.9,26.85,25.17,25.39,11150.0,10760.0,11144.0,11384.0,3.482363315696649,2.7223511214230474,1.975,1.755460588793922,-0.51,-1.97,27.36,88.69,234.0,2.1,852.0,-84.78,-1.726902726902727,-49.589964353195555,58.21,63.68,50.0,75.5,60.12,WATCH LIST,ZIP 97351: +27.4pp income-demographic growth; monitor supply tightening before land acquisition.
98042,-2564.0,-2281.0,-1527.0,-1334.0,67.87,69.8,74.29,74.52,26.04,25.76,25.78,26.57,48572.0,48639.0,49338.0,48594.0,1.5384139879901095,1.4877459440800829,1.3948112826315364,1.3810243359312868,0.53,2.04,6.65,9.8,22.0,0.05,1230.0,-47.97,-0.15738965205882272,-10.230643590575216,74.52,53.32,50.0,54.68,60.11,WATCH LIST,ZIP 98042: +6.7pp income-demographic growth; monitor supply tightening before land acquisition.
98607,-1308.0,-1310.0,-712.0,-505.0,65.96,67.05,72.97,73.84,23.66,23.4,23.43,22.94,32232.0,34674.0,34877.0,35661.0,1.580749093838099,1.5586466165413533,1.4276873710749485,1.4040124140988695,-0.72,-3.04,7.88,11.95,3429.0,10.64,803.0,-61.39,-0.17673667973922957,-11.180564988344129,73.84,53.94,50.0,55.18,60.11,WATCH LIST,ZIP 98607: +7.9pp income-demographic growth; monitor supply tightening before land acquisition.
90755,-92.0,163.0,576.0,737.0,50.33,52.25,65.18,67.73,32.47,33.87,35.09,32.81,11545.0,11813.0,11764.0,11654.0,2.0657729367406787,2.0465696465696466,1.6664445184938355,1.589655172413793,0.34,1.05,17.4,34.57,109.0,0.94,829.0,-901.09,-0.4761177643268857,-23.047923412051837,67.73,58.7,50.0,61.46,60.1,WATCH LIST,ZIP 90755: +17.4pp income-demographic growth; monitor supply tightening before land acquisition.
92082,-1184.0,-1057.0,-1119.0,-1049.0,60.18,68.45,69.38,71.52,22.84,23.27,23.21,23.71,18705.0,20300.0,20678.0,20596.0,1.8141985579589572,1.5625148844963086,1.5279799818016377,1.5261545195885313,0.87,3.81,11.34,18.84,1891.0,10.11,135.0,-11.4,-0.2880440383704259,-15.877205783609844,71.52,55.67,50.0,57.67,60.1,WATCH LIST,ZIP 92082: +11.3pp income-demographic growth; monitor supply tightening before land acquisition.
95624,-3403.0,-2258.0,-1935.0,-1095.0,60.43,65.62,68.06,71.51,25.09,24.35,25.07,25.57,65948.0,68434.0,67915.0,68036.0,1.7107184337149495,1.5633909042914247,1.4988849723041509,1.4318260269244045,0.48,1.91,11.08,18.34,2088.0,3.17,2308.0,-67.82,-0.27889240679054494,-16.30264813274443,71.51,55.54,50.0,57.89,60.1,WATCH LIST,ZIP 95624: +11.1pp income-demographic growth; monitor supply tightening before land acquisition.
92677,-913.0,1015.0,1765.0,1739.0,64.7,71.03,73.04,73.33,22.75,22.23,22.22,22.0,66314.0,64608.0,64259.0,64023.0,1.6752359061214614,1.5117957257840688,1.4735271780405772,1.4729773116438356,-0.75,-3.3,8.63,13.34,-2291.0,-3.45,2652.0,-290.47,-0.20225859447762584,-12.073439551919517,73.33,54.32,50.0,55.66,60.09,WATCH LIST,ZIP 92677: +8.6pp income-demographic growth; monitor supply tightening before land acquisition.
99685,404.0,261.0,316.0,297.0,68.89,68.55,77.08,74.71,33.16,31.63,32.02,36.42,4505.0,3626.0,3576.0,3690.0,1.8096774193548386,1.70995670995671,1.558882235528942,1.620889748549323,3.26,9.83,5.82,8.45,-815.0,-18.09,-107.0,-26.49,-0.18878767080551562,-10.432117281588207,74.71,52.91,50.0,54.79,60.09,WATCH LIST,ZIP 99685: +5.8pp income-demographic growth; monitor supply tightening before land acquisition.
94043,3620.0,4091.0,4449.0,4295.0,73.54,76.07,77.77,77.45,40.57,40.33,39.61,40.19,31161.0,33052.0,32670.0,32042.0,1.4533041484260996,1.443269701419481,1.4187746465326536,1.4370860927152318,-0.38,-0.94,3.91,5.32,881.0,2.83,675.0,18.65,-0.016218055710867763,-1.1159436741738888,77.45,51.96,50.0,49.86,60.08,WATCH LIST,ZIP 94043: above-average fundamentals; revisit after next ACS release to confirm sustained trajectory.
98372,-684.0,640.0,1191.0,1635.0,50.0,60.02,63.88,67.29,26.69,28.41,28.43,29.18,26422.0,27127.0,26470.0,26662.0,2.05712080277885,1.698008849557522,1.6221170001527416,1.543265070666282,2.49,9.33,17.29,34.58,240.0,0.91,2319.0,-339.04,-0.5138557321125679,-24.979365889374545,67.29,58.64,50.0,62.48,60.08,WATCH LIST,ZIP 98372: +17.3pp income-demographic growth; monitor supply tightening before land acquisition.
94564,-337.0,-195.0,-101.0,-251.0,61.68,68.12,70.53,72.23,27.99,30.12,29.77,29.31,19260.0,19065.0,18946.0,18835.0,1.6933781190019195,1.5522904062229905,1.504075235109718,1.4654998994166164,1.32,4.72,10.55,17.1,-425.0,-2.21,86.0,-25.52,-0.22787821958530308,-13.457019258026964,72.23,55.28,50.0,56.39,60.06,WATCH LIST,ZIP 94564: +10.6pp income-demographic growth; monitor supply tightening before land acquisition.
98332,-1361.0,-926.0,-640.0,-747.0,64.07,69.87,74.19,72.47,21.83,22.36,21.78,21.63,18655.0,19722.0,19708.0,19784.0,1.697268248992387,1.485384768343607,1.4013383975402423,1.429838855694369,-0.2,-0.92,8.4,13.11,1129.0,6.05,614.0,-45.11,-0.26742939329801785,-15.75646003257187,72.47,54.2,50.0,57.6,60.05,WATCH LIST,ZIP 98332: +8.4pp income-demographic growth; monitor supply tightening before land acquisition.
98850,-301.0,-245.0,-232.0,-197.0,16.08,29.29,40.48,50.53,29.5,29.89,27.44,28.88,1661.0,1924.0,1749.0,1825.0,7.197802197802198,3.603448275862069,2.6153846153846154,2.054380664652568,-0.62,-2.1,34.45,214.24,164.0,9.87,104.0,-34.55,-5.143421533149629,-71.45822282696432,50.53,67.22,50.0,87.07,60.05,WATCH LIST,ZIP 98850: +34.5pp income-demographic growth; monitor supply tightening before land acquisition.
90077,-15.0,-58.0,-98.0,-91.0,85.6,83.93,82.04,80.9,17.42,17.89,18.02,17.64,8382.0,7729.0,7868.0,8158.0,1.39580265095729,1.4389642416769421,1.463038180341186,1.4093522422384055,0.22,1.26,-4.7,-5.49,-224.0,-2.67,-76.0,506.67,0.013549591281115436,0.9707383254948437,80.9,47.65,50.0,48.76,60.04,WATCH LIST,ZIP 90077: above-average fundamentals; revisit after next ACS release to confirm sustained trajectory.
92128,790.0,1231.0,1568.0,1771.0,66.57,70.27,73.13,74.2,26.33,26.8,27.18,27.37,51357.0,50161.0,49273.0,48492.0,1.5567345171069726,1.474547983310153,1.42448788325077,1.4141226440138042,1.04,3.95,7.63,11.46,-2865.0,-5.58,981.0,124.18,-0.14261187309316847,-9.160962998250827,74.2,53.82,50.0,54.11,60.04,WATCH LIST,ZIP 92128: +7.6pp income-demographic growth; monitor supply tightening before land acquisition.
95986,-25.0,-3.0,-4.0,-3.0,0.0,62.86,56.41,54.76,0.0,0.0,0.0,0.0,56.0,99.0,104.0,110.0,,3.6818181818181817,2.8636363636363638,2.652173913043478,0.0,,54.76,inf,54.0,96.43,22.0,-88.0,,,54.76,77.38,50.0,60.17,60.04,WATCH LIST,ZIP 95986: +54.8pp income-demographic growth; monitor supply tightening before land acquisition.
98650,-134.0,-199.0,-148.0,-107.0,41.94,48.87,53.48,62.17,17.55,19.51,19.57,23.35,946.0,1133.0,1216.0,1332.0,3.814569536423841,2.729957805907173,2.5447154471544717,2.200657894736842,5.8,33.05,20.23,48.24,386.0,40.8,27.0,-20.15,-1.613911641686999,-42.309141995614034,62.17,60.12,50.0,71.65,60.04,WATCH LIST,ZIP 98650: +20.2pp income-demographic growth; monitor supply tightening before land acquisition.
92029,-1062.0,-822.0,-381.0,-141.0,60.96,64.31,69.41,71.5,23.64,25.74,26.74,26.72,19382.0,19466.0,19986.0,20296.0,1.73027394052915,1.6180946424848863,1.493948562783661,1.448075526506899,3.08,13.03,10.54,17.29,914.0,4.72,921.0,-86.72,-0.2821984140222511,-16.309464496468667,71.5,55.27,50.0,57.9,60.03,WATCH LIST,ZIP 92029: +10.5pp income-demographic growth; monitor supply tightening before land acquisition.
91978,-356.0,-281.0,-35.0,54.0,51.26,55.69,61.0,67.41,27.85,29.91,31.23,28.9,10506.0,10979.0,11006.0,10511.0,2.031847133757962,1.8296376419686318,1.668438859352344,1.516114389468906,1.05,3.77,16.15,31.51,5.0,0.05,410.0,-115.17,-0.515732744289056,-25.382457947768582,67.41,58.08,50.0,62.7,60.02,WATCH LIST,ZIP 91978: +16.1pp income-demographic growth; monitor supply tightening before land acquisition.
94805,-206.0,-195.0,-73.0,237.0,60.66,66.64,66.87,71.75,33.18,29.93,28.13,28.05,14188.0,14783.0,14790.0,15356.0,1.724819579541889,1.5840731772935164,1.5940620782726045,1.4787052810902896,-5.13,-15.46,11.09,18.28,1168.0,8.23,443.0,-215.05,-0.24611429845159938,-14.268987978265365,71.75,55.54,50.0,56.82,60.02,WATCH LIST,ZIP 94805: +11.1pp income-demographic growth; monitor supply tightening before land acquisition.
98513,-2585.0,-1845.0,-1720.0,-1543.0,51.0,61.54,65.41,67.56,28.4,28.46,28.38,28.58,35757.0,36117.0,36988.0,37953.0,2.074736225087925,1.7234250764525993,1.6204420509368338,1.575563746747615,0.18,0.63,16.56,32.47,2196.0,6.14,1042.0,-40.31,-0.49917247834031,-24.059563442536202,67.56,58.28,50.0,62.0,60.02,WATCH LIST,ZIP 98513: +16.6pp income-demographic growth; monitor supply tightening before land acquisition.
94304,1071.0,1005.0,1080.0,1134.0,73.19,73.48,75.48,77.75,35.2,33.76,34.66,36.29,3852.0,4295.0,4489.0,4731.0,1.4826054774241302,1.588785046728972,1.5403645833333333,1.5127582017010937,1.09,3.1,4.56,6.23,879.0,22.82,63.0,5.88,0.030152724276963472,2.0337658760947406,77.75,52.28,50.0,48.19,60.01,WATCH LIST,ZIP 94304: above-average fundamentals; revisit after next ACS release to confirm sustained trajectory.
97068,-1848.0,-1602.0,-1447.0,-1223.0,65.29,70.32,71.29,73.84,19.48,19.11,19.33,21.09,29582.0,30585.0,30336.0,30254.0,1.5700752298690444,1.4734524408656267,1.4809045226130653,1.430710691051921,1.61,8.26,8.55,13.1,672.0,2.27,625.0,-33.82,-0.1393645388171234,-8.876296891120779,73.84,54.28,50.0,53.96,60.01,WATCH LIST,ZIP 97068: +8.6pp income-demographic growth; monitor supply tightening before land acquisition.
95439,-52.0,-42.0,-64.0,-66.0,40.91,57.99,65.41,64.13,20.33,19.41,24.3,18.22,728.0,510.0,782.0,708.0,2.7111111111111112,1.969387755102041,1.7413793103448276,1.9378531073446328,-2.11,-10.38,23.22,56.76,-20.0,-2.75,-14.0,26.92,-0.7732580037664785,-28.521811614337317,64.13,61.61,50.0,64.36,60.0,WATCH LIST,ZIP 95439: +23.2pp income-demographic growth; monitor supply tightening before land acquisition.
95835,464.0,1040.0,1068.0,868.0,67.88,72.59,75.79,74.66,32.86,31.21,29.73,28.4,40170.0,41051.0,40957.0,41678.0,1.522766323024055,1.4245509557199116,1.379586633888737,1.4020118555775103,-4.46,-13.57,6.78,9.99,1508.0,3.75,404.0,87.07,-0.12075446744654461,-7.929940767716667,74.66,53.39,50.0,53.46,60.0,WATCH LIST,ZIP 95835: +6.8pp income-demographic growth; monitor supply tightening before land acquisition.
98148,-9.0,292.0,274.0,509.0,39.99,52.93,56.36,62.89,30.37,30.06,31.89,28.68,12149.0,11068.0,10652.0,10399.0,2.6267605633802815,2.0165213400642497,1.9217877094972067,1.7204554377699255,-1.69,-5.56,22.9,57.26,-1750.0,-14.4,518.0,-5755.56,-0.906305125610356,-34.502768857016235,62.89,61.45,50.0,67.52000000000001,60.0,WATCH LIST,ZIP 98148: +22.9pp income-demographic growth; monitor supply tightening before land acquisition.
99025,-770.0,-730.0,-582.0,-532.0,51.06,58.85,66.94,67.4,20.55,26.24,27.84,25.95,5431.0,5910.0,5668.0,5846.0,2.3513513513513513,1.940650406504065,1.7364457831325302,1.7649734647460198,5.4,26.28,16.34,32.0,415.0,7.64,238.0,-30.91,-0.5863778866053315,-24.937910119996857,67.4,58.17,50.0,62.46,60.0,WATCH LIST,ZIP 99025: +16.3pp income-demographic growth; monitor supply tightening before land acquisition.
90272,-46.0,30.0,165.0,105.0,78.61,79.38,79.83,78.7,17.35,17.24,18.1,17.71,21629.0,21282.0,21298.0,21438.0,1.4192184310294547,1.4109845529723826,1.4022174314752078,1.4125498619208345,0.36,2.07,0.09,0.11,-191.0,-0.88,151.0,-328.26,-0.006668569108620126,-0.46987616302185164,78.7,50.05,50.0,49.52,59.99,WATCH LIST,ZIP 90272: above-average fundamentals; revisit after next ACS release to confirm sustained trajectory.
94587,1031.0,1431.0,1980.0,1723.0,70.07,72.47,75.45,75.17,31.47,29.74,29.94,29.4,74722.0,70828.0,69502.0,68141.0,1.4957549634273772,1.4389677590553271,1.376477316050324,1.3755176308194252,-2.07,-6.58,5.1,7.28,-6581.0,-8.81,692.0,67.12,-0.120237332607952,-8.038571527280098,75.17,52.55,50.0,53.52,59.98,WATCH LIST,ZIP 94587: +5.1pp income-demographic growth; monitor supply tightening before land acquisition.
95776,-711.0,-138.0,73.0,19.0,53.39,58.93,64.92,68.42,29.28,26.54,26.07,24.71,23911.0,25230.0,26352.0,27189.0,1.9178791615289765,1.7404807487768559,1.5791360120731937,1.4948453608247423,-4.57,-15.61,15.03,28.15,3278.0,13.71,730.0,-102.67,-0.42303380070423424,-22.05737510422618,68.42,57.52,50.0,60.94,59.97,WATCH LIST,ZIP 95776: +15.0pp income-demographic growth; monitor supply tightening before land acquisition.
97055,-1853.0,-1375.0,-762.0,-1065.0,52.73,60.71,70.13,68.33,28.84,30.15,29.49,29.16,18923.0,19030.0,19621.0,20131.0,2.0186234817813764,1.7428365037322417,1.5585585585585586,1.5827180203552185,0.32,1.11,15.6,29.58,1208.0,6.38,788.0,-42.53,-0.43590546142615794,-21.594193536353995,68.33,57.8,50.0,60.69,59.97,WATCH LIST,ZIP 97055: +15.6pp income-demographic growth; monitor supply tightening before land acquisition.
91913,7.0,295.0,545.0,457.0,70.44,72.71,74.99,75.25,30.0,28.64,27.91,28.81,54114.0,53725.0,56102.0,57067.0,1.5111235744999065,1.4546101182537565,1.4010248780890984,1.3905739617358843,-1.19,-3.97,4.81,6.83,2953.0,5.46,450.0,6428.57,-0.12054961276402221,-7.977482106578682,75.25,52.4,50.0,53.49,59.96,WATCH LIST,ZIP 91913: above-average fundamentals; revisit after next ACS release to confirm sustained trajectory.
94044,119.0,596.0,863.0,1065.0,71.57,72.99,74.58,76.06,26.83,26.62,26.93,26.42,38984.0,38609.0,38061.0,37540.0,1.4453815669139316,1.4156962520794598,1.3824123017779915,1.3736718382698636,-0.41,-1.53,4.49,6.27,-1444.0,-3.7,946.0,794.96,-0.071709728644068,-4.961300896978861,76.06,52.24,50.0,51.89,59.96,WATCH LIST,ZIP 94044: above-average fundamentals; revisit after next ACS release to confirm sustained trajectory.
90803,2635.0,3959.0,4238.0,4693.0,59.22,65.99,68.72,70.88,31.52,31.62,31.7,31.77,32126.0,32631.0,31659.0,31804.0,1.8315321684678316,1.616070655468006,1.5648321690236837,1.5331622091579034,0.25,0.79,11.66,19.69,-322.0,-1.0,2058.0,78.1,-0.29836995930992827,-16.290729938941215,70.88,55.83,50.0,57.89,59.95,WATCH LIST,ZIP 90803: +11.7pp income-demographic growth; monitor supply tightening before land acquisition.
94538,5729.0,5980.0,6887.0,7203.0,71.08,74.33,75.93,75.89,38.31,36.06,36.33,37.18,67474.0,66474.0,66215.0,67704.0,1.4635350721701696,1.4304291287386215,1.391265490943756,1.3905396174863387,-1.13,-2.95,4.81,6.77,230.0,0.34,1474.0,25.73,-0.07299545468383095,-4.987612259649596,75.89,52.4,50.0,51.91,59.95,WATCH LIST,ZIP 94538: above-average fundamentals; revisit after next ACS release to confirm sustained trajectory.
95442,-59.0,-26.0,70.0,-3.0,65.24,70.37,78.29,72.27,20.32,10.08,11.57,14.03,3213.0,2521.0,2592.0,2986.0,1.9170560747663552,1.8004895960832312,1.545361875637105,1.5822784810126582,-6.29,-30.95,7.03,10.78,-227.0,-7.07,56.0,-94.92,-0.334777593753697,-17.463109095256833,72.27,53.52,50.0,58.51,59.95,WATCH LIST,ZIP 95442: +7.0pp income-demographic growth; monitor supply tightening before land acquisition.
95110,1431.0,1933.0,2232.0,2147.0,60.59,68.4,70.72,72.08,42.41,44.08,45.82,46.21,19928.0,20377.0,20314.0,19444.0,1.752961935971767,1.660013160780873,1.5830410563234991,1.557842733635241,3.8,8.96,11.49,18.96,-484.0,-2.43,716.0,50.03,-0.19511920233652602,-11.130829388395151,72.08,55.74,50.0,55.16,59.94,WATCH LIST,ZIP 95110: +11.5pp income-demographic growth; monitor supply tightening before land acquisition.
98422,-911.0,-783.0,-570.0,-359.0,65.09,67.77,71.13,73.11,25.49,27.59,27.27,27.21,21490.0,22002.0,22066.0,22126.0,1.6091340450771057,1.525765496639283,1.4502728392888575,1.4153767647559108,1.72,6.75,8.02,12.32,636.0,2.96,552.0,-60.59,-0.19375728032119488,-12.041090107686493,73.11,54.01,50.0,55.64,59.94,WATCH LIST,ZIP 98422: +8.0pp income-demographic growth; monitor supply tightening before land acquisition.
97833,-155.0,-109.0,-81.0,-36.0,32.08,34.26,44.0,58.8,15.14,16.95,18.79,21.09,740.0,696.0,644.0,806.0,3.6936936936936937,3.525252525252525,2.5090909090909093,2.0127388535031847,5.95,39.3,26.72,83.29,66.0,8.92,119.0,-76.77,-1.680954840190509,-45.50877738076744,58.8,63.36,50.0,73.34,59.92,WATCH LIST,ZIP 97833: +26.7pp income-demographic growth; monitor supply tightening before land acquisition.
92584,-2586.0,-2024.0,-1824.0,-2069.0,62.94,67.93,71.11,72.48,29.45,29.26,28.79,28.45,54235.0,54837.0,54663.0,57551.0,1.6712997347480105,1.578690218923236,1.5155378486055777,1.4691151919866443,-1.0,-3.4,9.54,15.16,3316.0,6.11,517.0,-19.99,-0.20218454276136621,-12.09744359780267,72.48,54.77,50.0,55.67,59.91,WATCH LIST,ZIP 92584: +9.5pp income-demographic growth; monitor supply tightening before land acquisition.
91001,-1790.0,-1316.0,-1243.0,-1171.0,61.65,66.81,69.14,71.34,23.76,23.9,24.31,23.86,37818.0,36867.0,36420.0,36402.0,1.765044814340589,1.6109492595290118,1.5470334537824921,1.4690977195108517,0.1,0.42,9.69,15.72,-1416.0,-3.74,619.0,-34.58,-0.29594709482973736,-16.767115057092845,71.34,54.84,50.0,58.14,59.9,WATCH LIST,ZIP 91001: +9.7pp income-demographic growth; monitor supply tightening before land acquisition.
94505,-217.0,-561.0,-474.0,-533.0,78.91,78.25,81.21,79.08,23.55,21.57,21.29,20.86,16382.0,15796.0,15445.0,15316.0,1.3731069297843048,1.3817972350230414,1.3488319856244384,1.4050835814059996,-2.69,-11.42,0.17,0.22,-1066.0,-6.51,-316.0,145.62,0.03197665162169483,2.328780878465008,79.08,50.08,50.0,48.04,59.9,WATCH LIST,ZIP 94505: above-average fundamentals; revisit after next ACS release to confirm sustained trajectory.
92662,46.0,112.0,201.0,274.0,65.64,71.9,74.68,73.91,11.67,17.2,11.51,19.26,2519.0,2471.0,2346.0,2285.0,2.284705882352941,2.2514285714285713,2.1860730593607305,2.1142533936651584,7.59,65.04,8.27,12.6,-234.0,-9.29,228.0,495.65,-0.17045248868778273,-7.460587815891623,73.91,54.14,50.0,53.22,59.89,WATCH LIST,ZIP 92662: +8.3pp income-demographic growth; monitor supply tightening before land acquisition.
93105,803.0,1410.0,2078.0,1902.0,60.69,67.18,73.07,71.59,22.5,24.43,24.68,24.32,28545.0,26382.0,26482.0,25055.0,1.741552382298883,1.599618164462021,1.4624952405127554,1.504089709762533,1.82,8.09,10.9,17.96,-3490.0,-12.23,1099.0,136.86,-0.23746267253635,-13.635115139223931,71.59,55.45,50.0,56.48,59.89,WATCH LIST,ZIP 93105: +10.9pp income-demographic growth; monitor supply tightening before land acquisition.
94112,-1132.0,-239.0,583.0,1039.0,61.57,66.79,70.42,71.84,29.68,30.72,29.92,30.28,84707.0,84477.0,80880.0,80133.0,1.6931881243063263,1.5670832801938528,1.4992625368731562,1.4671052631578947,0.6,2.02,10.27,16.68,-4574.0,-5.4,2171.0,-191.78,-0.22608286114843157,-13.352495089171166,71.84,55.14,50.0,56.33,59.88,WATCH LIST,ZIP 94112: +10.3pp income-demographic growth; monitor supply tightening before land acquisition.
99571,5.0,23.0,37.0,37.0,55.07,65.56,68.81,66.38,14.79,23.88,24.47,21.19,142.0,201.0,237.0,236.0,3.3157894736842106,2.3559322033898304,2.12,2.1298701298701297,6.4,43.27,11.31,20.54,94.0,66.2,32.0,640.0,-1.185919343814081,-35.7658214801072,66.38,55.66,50.0,68.19,59.88,WATCH LIST,ZIP 99571: +11.3pp income-demographic growth; monitor supply tightening before land acquisition.
