zcta,demand_supply_gap_2019,demand_supply_gap_2021,demand_supply_gap_2022,demand_supply_gap_2023,pct_hh_income_100k_plus_2019,pct_hh_income_100k_plus_2021,pct_hh_income_100k_plus_2022,pct_hh_income_100k_plus_2023,pct_pop_25_44_2019,pct_pop_25_44_2021,pct_pop_25_44_2022,pct_pop_25_44_2023,total_population_2019,total_population_2021,total_population_2022,total_population_2023,units_per_target_hh_2019,units_per_target_hh_2021,units_per_target_hh_2022,units_per_target_hh_2023,pct_pop_25_44_change_19_23,pct_pop_25_44_pct_change_19_23,pct_hh_income_100k_plus_change_19_23,pct_hh_income_100k_plus_pct_change_19_23,total_population_change_19_23,total_population_pct_change_19_23,demand_supply_gap_change_19_23,demand_supply_gap_pct_change_19_23,units_per_target_hh_change_19_23,units_per_target_hh_pct_change_19_23,score_density,score_growth,score_affordability,score_penetration,opportunity_score,investment_tier,rationale
95699,-18.0,0.0,6.0,6.0,10.0,100.0,100.0,100.0,0.0,0.0,43.33,24.42,21.0,13.0,60.0,86.0,10.0,1.0,1.0,1.3478260869565217,24.42,inf,90.0,900.0,65.0,309.52,24.0,-133.33,-8.652173913043478,-86.52173913043478,100.0,95.0,50.0,95.04,85.51,BUILD NOW,"ZIP 95699: 100% high-income households, -86.5 units/target HH -- large pool, tight supply."
96751,-39.0,4.0,9.0,35.0,15.79,54.55,58.18,100.0,19.42,45.11,43.23,66.35,103.0,133.0,155.0,104.0,9.11111111111111,2.5416666666666665,2.25,1.4857142857142858,46.93,241.66,84.21,533.31,1.0,0.97,74.0,-189.74,-7.625396825396825,-83.69337979094077,100.0,92.1,50.0,93.54,84.56,BUILD NOW,"ZIP 96751: 100% high-income households, -83.7 units/target HH -- large pool, tight supply."
98571,-27.0,0.0,0.0,23.0,10.11,0.0,0.0,100.0,15.47,0.0,0.0,0.0,278.0,77.0,76.0,52.0,40.333333333333336,,,17.130434782608695,-15.47,-100.0,89.89,889.12,-226.0,-81.29,50.0,-185.19,-23.20289855072464,-57.527847646424725,100.0,94.94,50.0,79.7,83.19,BUILD NOW,"ZIP 98571: 100% high-income households, -57.5 units/target HH -- large pool, tight supply."
95248,-36.0,0.0,0.0,0.0,16.07,0.0,45.16,100.0,10.38,42.11,41.51,46.97,106.0,38.0,106.0,66.0,20.555555555555557,,10.0,7.066666666666666,36.59,352.5,83.93,522.28,-40.0,-37.74,36.0,-100.0,-13.48888888888889,-65.62162162162163,100.0,91.96,50.0,83.98,83.09,BUILD NOW,"ZIP 95248: 100% high-income households, -65.6 units/target HH -- large pool, tight supply."
95625,8.0,51.0,65.0,76.0,23.88,52.94,100.0,100.0,9.46,48.03,72.73,25.4,74.0,152.0,88.0,248.0,4.1875,1.8888888888888888,1.0,1.0,15.94,168.5,76.12,318.76,174.0,235.14,68.0,850.0,-3.1875,-76.11940298507463,100.0,88.06,50.0,89.53,82.94,BUILD NOW,"ZIP 95625: 100% high-income households, -76.1 units/target HH -- large pool, tight supply."
96759,33.0,45.0,46.0,50.0,27.5,52.94,50.55,100.0,0.0,0.0,0.0,0.0,315.0,261.0,277.0,202.0,3.6363636363636362,1.8888888888888888,1.9782608695652173,1.0,0.0,,72.5,263.64,-113.0,-35.87,17.0,51.52,-2.6363636363636362,-72.5,100.0,86.25,50.0,87.62,82.21,BUILD NOW,"ZIP 96759: 100% high-income households, -72.5 units/target HH -- large pool, tight supply."
95013,-15.0,-9.0,0.0,0.0,0.0,50.0,100.0,100.0,60.0,33.33,0.0,0.0,85.0,27.0,53.0,42.0,,2.0,1.0,1.0,-60.0,-100.0,100.0,inf,-43.0,-50.59,15.0,-100.0,,,100.0,100.0,50.0,60.17,81.53,BUILD NOW,"ZIP 95013: 100% high-income households, 999.0 units/target HH -- large pool, tight supply."
98330,-67.0,0.0,0.0,0.0,0.0,100.0,100.0,100.0,19.61,100.0,100.0,100.0,102.0,22.0,24.0,24.0,,8.272727272727273,7.666666666666667,4.5,80.39,409.94,100.0,inf,-78.0,-76.47,67.0,-100.0,,,100.0,100.0,50.0,60.17,81.53,BUILD NOW,"ZIP 98330: 100% high-income households, 999.0 units/target HH -- large pool, tight supply."
99647,-11.0,-9.0,-4.0,0.0,0.0,0.0,60.0,100.0,45.16,27.78,7.69,14.29,31.0,18.0,13.0,14.0,,,7.5,5.1,-30.87,-68.36,100.0,inf,-17.0,-54.84,11.0,-100.0,,,100.0,100.0,50.0,60.17,81.53,BUILD NOW,"ZIP 99647: 100% high-income households, 999.0 units/target HH -- large pool, tight supply."
97028,-29.0,-87.0,-45.0,14.0,43.81,0.0,45.7,100.0,15.62,16.78,14.74,4.0,192.0,143.0,190.0,150.0,22.065217391304348,,10.072463768115941,6.14,-11.62,-74.39,56.19,128.26,-42.0,-21.88,43.0,-148.28,-15.925217391304347,-72.17339901477833,100.0,78.1,50.0,87.45,80.14,BUILD NOW,"ZIP 97028: 100% high-income households, -72.2 units/target HH -- large pool, tight supply."
95715,-15.0,-10.0,-8.0,0.0,38.89,52.38,80.95,100.0,14.42,11.84,7.27,14.12,104.0,76.0,110.0,85.0,11.285714285714286,12.818181818181818,4.617647058823529,4.516129032258065,-0.3,-2.08,61.11,157.14,-19.0,-18.27,15.0,-100.0,-6.7695852534562215,-59.983666802776646,100.0,80.56,50.0,81.0,79.79,BUILD NOW,"ZIP 95715: 100% high-income households, -60.0 units/target HH -- large pool, tight supply."
95493,-109.0,-41.0,-52.0,-3.0,16.94,10.87,23.53,91.18,0.0,0.0,29.17,16.48,377.0,79.0,144.0,91.0,5.903225806451613,9.2,4.25,1.4838709677419355,16.48,inf,74.24,438.25,-286.0,-75.86,106.0,-97.25,-4.419354838709678,-74.86338797814209,91.18,87.12,50.0,88.87,79.52,BUILD NOW,"ZIP 95493: 91% high-income households, -74.9 units/target HH -- large pool, tight supply."
96124,-96.0,-30.0,6.0,22.0,33.33,58.56,75.0,100.0,15.94,18.16,19.06,8.7,458.0,468.0,320.0,253.0,4.3125,3.0307692307692307,3.1333333333333333,2.6666666666666665,-7.24,-45.42,66.67,200.03,-205.0,-44.76,118.0,-122.92,-1.6458333333333335,-38.16425120772947,100.0,83.34,50.0,69.46000000000001,78.75,BUILD NOW,"ZIP 96124: 100% high-income households, -38.2 units/target HH -- large pool, tight supply."
94950,-11.0,0.0,0.0,0.0,45.1,100.0,100.0,100.0,29.27,0.0,0.0,0.0,123.0,7.0,23.0,29.0,2.217391304347826,1.0,1.0,1.0,-29.27,-100.0,54.9,121.73,-94.0,-76.42,11.0,-100.0,-1.2173913043478262,-54.90196078431373,100.0,77.45,50.0,78.31,78.61,BUILD NOW,"ZIP 94950: 100% high-income households, -54.9 units/target HH -- large pool, tight supply."
94964,28.0,93.0,93.0,110.0,40.0,73.23,100.0,100.0,53.19,50.41,35.35,32.81,3155.0,2700.0,2054.0,2115.0,2.5,1.7419354838709677,1.4516129032258065,1.3363636363636364,-20.38,-38.32,60.0,150.0,-1040.0,-32.96,82.0,292.86,-1.1636363636363636,-46.54545454545455,100.0,80.0,50.0,73.89,78.58,BUILD NOW,"ZIP 94964: 100% high-income households, -46.5 units/target HH -- large pool, tight supply."
95463,-54.0,-15.0,-15.0,0.0,26.03,57.14,54.55,100.0,31.62,36.05,43.18,0.0,136.0,86.0,88.0,14.0,10.105263157894736,5.95,5.388888888888889,10.0,-31.62,-100.0,73.97,284.17,-122.0,-89.71,54.0,-100.0,-0.10526315789473628,-1.0416666666666612,100.0,86.98,50.0,49.82,76.72,BUILD NOW,"ZIP 95463: 100% high-income households, -1.0 units/target HH -- large pool, tight supply."
99330,-194.0,-146.0,-28.0,-27.0,17.19,32.36,62.15,83.46,22.37,30.68,31.05,28.71,1073.0,1183.0,876.0,1104.0,5.818181818181818,3.0898876404494384,1.6090225563909775,1.1981981981981982,6.34,28.34,66.27,385.51,31.0,2.89,167.0,-86.08,-4.61998361998362,-79.40596846846847,83.46,83.14,50.0,91.27,76.19,BUILD NOW,"ZIP 99330: 83% high-income households, -79.4 units/target HH -- large pool, tight supply."
99825,-18.0,-4.0,-4.0,0.0,27.27,69.23,55.56,100.0,23.88,0.0,0.0,0.0,67.0,19.0,16.0,13.0,7.444444444444445,6.0,11.6,7.714285714285714,-23.88,-100.0,72.73,266.7,-54.0,-80.6,18.0,-100.0,0.26984126984126977,3.624733475479743,100.0,86.36,50.0,47.35,76.19,BUILD NOW,"ZIP 99825: 100% high-income households, 3.6 units/target HH -- large pool, tight supply."
98821,-40.0,185.0,175.0,182.0,58.33,100.0,100.0,100.0,17.32,24.93,10.68,0.0,306.0,1131.0,646.0,500.0,1.7142857142857142,1.0,1.0,1.0,-17.32,-100.0,41.67,71.44,194.0,63.4,222.0,-555.0,-0.7142857142857142,-41.666666666666664,100.0,70.84,50.0,71.31,75.91,BUILD NOW,"ZIP 98821: 100% high-income households, -41.7 units/target HH -- large pool, tight supply."
97635,-55.0,-3.0,45.0,51.0,17.65,52.0,75.25,82.24,20.59,23.16,12.17,17.65,170.0,177.0,345.0,323.0,12.8,3.769230769230769,2.026315789473684,2.159090909090909,-2.94,-14.28,64.59,365.95,153.0,90.0,106.0,-192.73,-10.64090909090909,-83.13210227272727,82.24,82.3,50.0,93.24,75.84,BUILD NOW,"ZIP 97635: 82% high-income households, -83.1 units/target HH -- large pool, tight supply."
95444,-72.0,-22.0,-29.0,-4.0,32.71,61.64,80.93,88.75,31.91,7.51,4.26,7.89,705.0,559.0,516.0,748.0,3.4571428571428573,1.8074074074074074,1.4425287356321839,1.2347417840375587,-24.02,-75.27,56.04,171.32,43.0,6.1,68.0,-94.44,-2.2224010731052983,-64.28432856089705,88.75,78.02,50.0,83.27,75.56,BUILD NOW,"ZIP 95444: 89% high-income households, -64.3 units/target HH -- large pool, tight supply."
96037,0.0,25.0,21.0,0.0,61.98,58.14,70.0,100.0,3.94,0.0,0.0,26.72,279.0,103.0,131.0,131.0,1.6133333333333333,1.72,1.4285714285714286,1.0,22.78,578.17,38.02,61.34,-148.0,-53.05,0.0,,-0.6133333333333333,-38.01652892561983,100.0,69.01,50.0,69.38,75.16,BUILD NOW,"ZIP 96037: 100% high-income households, -38.0 units/target HH -- large pool, tight supply."
98164,-3.0,11.0,-3.0,22.0,70.54,75.8,74.68,100.0,28.81,60.4,58.58,51.49,177.0,250.0,239.0,235.0,1.989010989010989,1.7394957983193278,1.3391304347826087,1.0,22.68,78.72,29.46,41.76,58.0,32.77,25.0,-833.33,-0.989010989010989,-49.72375690607735,100.0,64.73,50.0,75.57,75.02,BUILD NOW,"ZIP 98164: 100% high-income households, -49.7 units/target HH -- large pool, tight supply."
95537,-114.0,-64.0,-72.0,55.0,0.0,0.0,0.0,85.71,33.07,63.45,65.98,66.99,251.0,632.0,629.0,512.0,,,,1.1666666666666667,33.92,102.57,85.71,inf,261.0,103.98,169.0,-148.25,,,85.71,92.85,50.0,60.17,74.74,BUILD NOW,"ZIP 95537: 86% high-income households, 999.0 units/target HH -- large pool, tight supply."
98811,6.0,29.0,33.0,10.0,64.06,100.0,100.0,100.0,20.29,25.83,30.83,0.0,207.0,120.0,120.0,42.0,1.5609756097560976,1.0,1.0,1.0,-20.29,-100.0,35.94,56.1,-165.0,-79.71,4.0,66.67,-0.5609756097560976,-35.9375,100.0,67.97,50.0,68.28,74.73,BUILD NOW,"ZIP 98811: 100% high-income households, -35.9 units/target HH -- large pool, tight supply."
99333,-7.0,-7.0,0.0,0.0,29.41,56.25,71.43,83.33,0.0,0.0,0.0,0.0,40.0,81.0,91.0,104.0,6.2,2.388888888888889,2.05,1.2,0.0,,53.92,183.34,64.0,160.0,7.0,-100.0,-5.0,-80.64516129032258,83.33,76.96,50.0,91.93,74.69,BUILD NOW,"ZIP 99333: 83% high-income households, -80.6 units/target HH -- large pool, tight supply."
97735,-39.0,22.0,25.0,28.0,26.42,73.85,72.86,81.69,36.08,0.0,0.0,0.0,97.0,134.0,157.0,130.0,7.5,1.8541666666666667,2.1372549019607843,1.8620689655172413,-36.08,-100.0,55.27,209.2,33.0,34.02,67.0,-171.79,-5.637931034482759,-75.17241379310346,81.69,77.64,50.0,89.03,73.86,BUILD NOW,"ZIP 97735: 82% high-income households, -75.2 units/target HH -- large pool, tight supply."
97144,-29.0,-21.0,-5.0,0.0,55.38,70.83,92.31,100.0,0.0,21.48,35.14,46.59,117.0,135.0,111.0,88.0,1.8055555555555556,1.411764705882353,1.0833333333333333,1.64,46.59,inf,44.62,80.57,-29.0,-24.79,29.0,-100.0,-0.16555555555555568,-9.169230769230776,100.0,72.31,50.0,54.12,73.7,BUILD NOW,"ZIP 97144: 100% high-income households, -9.2 units/target HH -- large pool, tight supply."
95930,-16.0,-2.0,48.0,36.0,52.94,58.52,82.5,90.83,0.0,20.51,26.38,25.73,72.0,546.0,417.0,412.0,3.6666666666666665,2.203883495145631,1.6868686868686869,1.5555555555555556,25.73,inf,37.89,71.57,340.0,472.22,52.0,-325.0,-2.1111111111111107,-57.57575757575757,90.83,68.94,50.0,79.72,73.48,BUILD NOW,"ZIP 95930: 91% high-income households, -57.6 units/target HH -- large pool, tight supply."
92384,10.0,10.0,16.0,10.0,76.92,55.56,100.0,100.0,58.82,29.63,30.43,0.0,17.0,27.0,23.0,18.0,3.1,2.6,1.5625,1.9,-58.82,-100.0,23.08,30.01,1.0,5.88,0.0,0.0,-1.2000000000000002,-38.70967741935484,100.0,61.54,50.0,69.74,73.35,BUILD NOW,"ZIP 92384: 100% high-income households, -38.7 units/target HH -- large pool, tight supply."
95675,-137.0,-68.0,-62.0,-21.0,10.6,35.67,43.57,75.0,12.01,25.5,27.93,33.91,566.0,451.0,487.0,345.0,9.434782608695652,2.8035714285714284,2.2950819672131146,1.6825396825396826,21.9,182.35,64.4,607.55,-221.0,-39.05,116.0,-84.67,-7.7522429261559695,-82.16663009289738,75.0,82.2,50.0,92.73,73.21,BUILD NOW,"ZIP 95675: 75% high-income households, -82.2 units/target HH -- large pool, tight supply."
99146,-18.0,-16.0,-21.0,-5.0,14.29,40.74,43.24,75.0,20.83,9.52,8.47,13.16,24.0,42.0,59.0,38.0,20.0,4.181818181818182,3.0,2.8666666666666667,-7.67,-36.82,60.71,424.84,14.0,58.33,13.0,-72.22,-17.133333333333333,-85.66666666666667,75.0,80.36,50.0,94.58,73.03,BUILD NOW,"ZIP 99146: 75% high-income households, -85.7 units/target HH -- large pool, tight supply."
94576,-10.0,-16.0,-22.0,6.0,44.68,38.46,59.3,85.94,1.9,0.0,0.0,0.0,105.0,78.0,171.0,130.0,3.4285714285714284,2.6,1.6862745098039216,1.1636363636363636,-1.9,-100.0,41.26,92.35,25.0,23.81,16.0,-160.0,-2.264935064935065,-66.06060606060606,85.94,70.63,50.0,84.21000000000001,72.87,BUILD NOW,"ZIP 94576: 86% high-income households, -66.1 units/target HH -- large pool, tight supply."
95981,0.0,0.0,0.0,0.0,100.0,100.0,100.0,100.0,58.97,55.22,0.0,0.0,39.0,67.0,52.0,60.0,24.846153846153847,15.555555555555555,14.166666666666666,9.071428571428571,-58.97,-100.0,0.0,0.0,21.0,53.85,0.0,,-15.774725274725276,-63.489606368863335,100.0,50.0,50.0,82.85,72.43,BUILD NOW,"ZIP 95981: 100% high-income households, -63.5 units/target HH -- large pool, tight supply."
97625,-48.0,-22.0,-11.0,-7.0,36.27,41.94,59.26,84.78,9.56,7.45,0.0,10.07,387.0,161.0,124.0,139.0,3.108108108108108,2.9615384615384617,2.125,1.5897435897435896,0.51,5.33,48.51,133.75,-248.0,-64.08,41.0,-85.42,-1.5183645183645182,-48.851727982162764,84.78,74.26,50.0,75.11,72.0,BUILD NOW,"ZIP 97625: 85% high-income households, -48.9 units/target HH -- large pool, tight supply."
94922,-17.0,-22.0,0.0,0.0,70.19,78.0,100.0,100.0,25.95,13.1,14.54,18.27,1075.0,504.0,509.0,312.0,1.5806451612903225,1.2820512820512822,1.0,1.509090909090909,-7.68,-29.6,29.81,42.47,-763.0,-70.98,17.0,-100.0,-0.07155425219941347,-4.526901669758812,100.0,64.9,50.0,51.66,71.47,BUILD NOW,"ZIP 94922: 100% high-income households, -4.5 units/target HH -- large pool, tight supply."
95007,-95.0,-36.0,2.0,-3.0,28.57,62.62,77.89,78.24,18.98,33.56,23.68,27.16,374.0,441.0,359.0,335.0,4.842105263157895,1.708955223880597,1.5810810810810811,1.5413533834586466,8.18,43.1,49.67,173.85,-39.0,-10.43,92.0,-96.84,-3.300751879699248,-68.16770186335404,78.24,74.84,50.0,85.33,71.39,BUILD NOW,"ZIP 95007: 78% high-income households, -68.2 units/target HH -- large pool, tight supply."
95637,-44.0,-8.0,-10.0,-10.0,8.25,28.57,64.8,68.93,25.75,24.65,36.23,22.73,268.0,142.0,276.0,374.0,19.25,6.3125,2.0,1.5573770491803278,-3.02,-11.73,60.68,735.52,106.0,39.55,34.0,-77.27,-17.692622950819672,-91.90972961464765,68.93,80.34,50.0,97.89,71.39,BUILD NOW,"ZIP 95637: 69% high-income households, -91.9 units/target HH -- large pool, tight supply."
97125,-10.0,-8.0,-9.0,0.0,80.77,66.67,71.88,100.0,30.6,36.36,27.27,29.51,281.0,77.0,88.0,61.0,1.2380952380952381,1.5,1.391304347826087,1.0,-1.09,-3.56,19.23,23.81,-220.0,-78.29,10.0,-100.0,-0.23809523809523814,-19.230769230769234,100.0,59.62,50.0,59.44,71.32,BUILD NOW,"ZIP 97125: 100% high-income households, -19.2 units/target HH -- large pool, tight supply."
97377,-76.0,12.0,37.0,33.0,48.73,57.05,76.56,87.07,33.09,32.74,32.36,26.0,967.0,846.0,581.0,677.0,2.5259740259740258,2.1868131868131866,1.6734693877551021,1.394927536231884,-7.09,-21.43,38.34,78.68,-290.0,-29.99,109.0,-143.42,-1.1310464897421417,-44.776647665884276,87.07,69.17,50.0,72.95,71.21,BUILD NOW,"ZIP 97377: 87% high-income households, -44.8 units/target HH -- large pool, tight supply."
94548,-12.0,-48.0,-48.0,-16.0,63.33,65.95,77.25,91.84,31.3,25.96,36.29,27.32,377.0,470.0,598.0,637.0,1.7157894736842105,1.5163934426229508,1.294478527607362,1.0888888888888888,-3.98,-12.72,28.51,45.02,260.0,68.97,-4.0,33.33,-0.6269005847953217,-36.537150647580106,91.84,64.26,50.0,68.6,71.0,BUILD NOW,"ZIP 94548: 92% high-income households, -36.5 units/target HH -- large pool, tight supply."
98814,-236.0,-142.0,-47.0,-54.0,20.37,30.47,62.21,74.65,8.6,17.54,16.57,22.15,814.0,690.0,688.0,465.0,6.574712643678161,4.077669902912621,1.9623655913978495,1.9433962264150944,13.55,157.56,54.28,266.47,-349.0,-42.87,182.0,-77.12,-4.631316417263067,-70.44135110172846,74.65,77.14,50.0,86.53,70.89,BUILD NOW,"ZIP 98814: 75% high-income households, -70.4 units/target HH -- large pool, tight supply."
96140,-149.0,-104.0,-71.0,-23.0,42.5,63.18,72.17,84.15,24.76,24.57,26.09,24.93,953.0,1323.0,1219.0,1099.0,8.323529411764707,4.548128342245989,4.465425531914893,4.343511450381679,0.17,0.69,41.65,98.0,146.0,15.32,126.0,-84.56,-3.9800179613830275,-47.816470207428594,84.15,70.82,50.0,74.56,70.84,BUILD NOW,"ZIP 96140: 84% high-income households, -47.8 units/target HH -- large pool, tight supply."
98314,8.0,17.0,19.0,27.0,50.0,60.71,61.29,84.38,16.57,20.36,20.13,20.32,2975.0,1773.0,1565.0,1358.0,2.75,1.6470588235294117,1.631578947368421,1.1851851851851851,3.75,22.63,34.38,68.76,-1617.0,-54.35,19.0,237.5,-1.5648148148148149,-56.90235690235691,84.38,67.19,50.0,79.37,70.74,BUILD NOW,"ZIP 98314: 84% high-income households, -56.9 units/target HH -- large pool, tight supply."
95435,62.0,61.0,83.0,81.0,85.23,84.27,100.0,100.0,17.73,19.94,19.31,19.41,299.0,331.0,347.0,340.0,1.1733333333333333,1.1866666666666668,1.0,1.0,1.68,9.48,14.77,17.33,41.0,13.71,19.0,30.65,-0.17333333333333334,-14.772727272727273,100.0,57.38,50.0,57.08,70.41,BUILD NOW,"ZIP 95435: 100% high-income households, -14.8 units/target HH -- large pool, tight supply."
94929,10.0,56.0,64.0,13.0,79.17,93.75,94.09,91.47,25.98,38.32,48.19,41.52,254.0,394.0,442.0,224.0,6.315789473684211,3.006666666666667,2.4285714285714284,3.26271186440678,15.54,59.82,12.3,15.54,-30.0,-11.81,3.0,30.0,-3.0530776092774308,-48.340395480225986,91.47,56.15,50.0,74.84,69.78,BUILD NOW,"ZIP 94929: 91% high-income households, -48.3 units/target HH -- large pool, tight supply."
97326,-217.0,-132.0,-66.0,-60.0,31.61,57.02,74.41,77.97,16.18,16.58,8.55,9.56,1205.0,941.0,865.0,931.0,3.5673758865248226,2.0246305418719213,1.715415019762846,1.6521739130434783,-6.62,-40.91,46.36,146.66,-274.0,-22.74,157.0,-72.35,-1.9152019734813444,-53.68657619500389,77.97,73.18,50.0,77.67,69.74,BUILD NOW,"ZIP 97326: 78% high-income households, -53.7 units/target HH -- large pool, tight supply."
95417,-48.0,-24.0,-28.0,-14.0,26.95,35.79,55.56,73.58,16.57,23.41,33.65,37.98,356.0,299.0,211.0,208.0,4.7368421052631575,2.7941176470588234,1.8,1.358974358974359,21.41,129.21,46.63,173.02,-148.0,-41.57,34.0,-70.83,-3.3778677462887985,-71.31054131054131,73.58,73.32,50.0,86.99,69.63,BUILD NOW,"ZIP 95417: 74% high-income households, -71.3 units/target HH -- large pool, tight supply."
96714,-41.0,46.0,24.0,53.0,28.21,60.05,66.09,73.29,15.07,22.58,18.86,27.54,896.0,1289.0,1278.0,1438.0,9.94059405940594,3.4516129032258065,3.092936802973978,2.520249221183801,12.47,82.75,45.08,159.8,542.0,60.49,94.0,-229.27,-7.42034483822214,-74.64689528490399,73.29,72.54,50.0,88.75,69.6,BUILD NOW,"ZIP 96714: 73% high-income households, -74.6 units/target HH -- large pool, tight supply."
98385,-65.0,-44.0,-39.0,-22.0,53.71,74.87,75.51,85.57,16.25,14.07,14.44,24.47,400.0,462.0,464.0,609.0,2.0531914893617023,1.4195804195804196,1.3918918918918919,1.2151162790697674,8.22,50.58,31.86,59.32,209.0,52.25,43.0,-66.15,-0.8380752102919349,-40.818170863959516,85.57,65.93,50.0,70.86,69.56,BUILD NOW,"ZIP 98385: 86% high-income households, -40.8 units/target HH -- large pool, tight supply."
94037,-202.0,132.0,42.0,7.0,62.74,100.0,94.0,90.2,8.19,18.27,15.67,15.15,2504.0,2879.0,2649.0,2897.0,1.751937984496124,1.1711538461538462,1.2090628218331616,1.2810867293625914,6.96,84.98,27.46,43.77,393.0,15.69,209.0,-103.47,-0.47085125513353265,-26.876022970011377,90.2,63.73,50.0,63.49,69.53,BUILD NOW,"ZIP 94037: 90% high-income households, -26.9 units/target HH -- large pool, tight supply."
95041,-19.0,40.0,39.0,59.0,23.0,81.98,73.1,73.29,12.84,33.67,40.85,47.04,436.0,796.0,803.0,846.0,4.3478260869565215,1.2629310344827587,1.406926406926407,1.5465587044534412,34.2,266.36,50.29,218.65,410.0,94.04,78.0,-410.53,-2.80126738250308,-64.42914979757084,73.29,75.14,50.0,83.35,69.44,BUILD NOW,"ZIP 95041: 73% high-income households, -64.4 units/target HH -- large pool, tight supply."
99726,1.0,1.0,4.0,2.0,80.0,60.0,80.0,90.91,63.16,26.32,40.74,60.0,95.0,19.0,27.0,15.0,5.25,3.7777777777777777,2.3125,2.8,-3.16,-5.0,10.91,13.64,-80.0,-84.21,1.0,100.0,-2.45,-46.666666666666664,90.91,55.46,50.0,73.95,69.28,BUILD NOW,"ZIP 99726: 91% high-income households, -46.7 units/target HH -- large pool, tight supply."
91980,0.0,0.0,0.0,0.0,,,100.0,100.0,,,0.0,0.0,0.0,0.0,103.0,157.0,,,1.0,1.0,,,,,157.0,inf,0.0,,,,100.0,50.0,50.0,60.17,69.03,BUILD NOW,"ZIP 91980: 100% high-income households, 999.0 units/target HH -- large pool, tight supply."
92134,0.0,0.0,0.0,16.0,,,,100.0,34.39,27.85,9.54,12.88,285.0,316.0,241.0,295.0,,,,1.0,-21.51,-62.55,,,10.0,3.51,16.0,inf,,,100.0,50.0,50.0,60.17,69.03,BUILD NOW,"ZIP 92134: 100% high-income households, 999.0 units/target HH -- large pool, tight supply."
93227,,0.0,42.0,33.0,,0.0,100.0,100.0,,31.3,44.93,45.2,,131.0,227.0,177.0,,,1.0,1.0,,,,,,,,,,,100.0,50.0,50.0,60.17,69.03,BUILD NOW,"ZIP 93227: 100% high-income households, 999.0 units/target HH -- large pool, tight supply."
93943,0.0,0.0,6.0,5.0,,,100.0,100.0,,,0.0,0.0,0.0,0.0,12.0,11.0,,,1.0,1.0,,,,,11.0,inf,5.0,inf,,,100.0,50.0,50.0,60.17,69.03,BUILD NOW,"ZIP 93943: 100% high-income households, 999.0 units/target HH -- large pool, tight supply."
95671,,24.0,24.0,19.0,,61.54,100.0,100.0,,57.48,58.87,58.19,,5386.0,4478.0,4188.0,,1.625,1.0,1.0,,,,,,,,,,,100.0,50.0,50.0,60.17,69.03,BUILD NOW,"ZIP 95671: 100% high-income households, 999.0 units/target HH -- large pool, tight supply."
96078,,0.0,0.0,0.0,,,100.0,100.0,,,0.0,0.0,,0.0,135.0,95.0,,,1.0,1.0,,,,,,,,,,,100.0,50.0,50.0,60.17,69.03,BUILD NOW,"ZIP 96078: 100% high-income households, 999.0 units/target HH -- large pool, tight supply."
97335,,0.0,0.0,0.0,,100.0,100.0,100.0,,0.0,20.88,17.62,,45.0,249.0,261.0,,1.0,1.0,1.0,,,,,,,,,,,100.0,50.0,50.0,60.17,69.03,BUILD NOW,"ZIP 97335: 100% high-income households, 999.0 units/target HH -- large pool, tight supply."
98025,,0.0,0.0,0.0,,,,100.0,,,,0.0,,0.0,0.0,51.0,,,,1.0,,,,,,,,,,,100.0,50.0,50.0,60.17,69.03,BUILD NOW,"ZIP 98025: 100% high-income households, 999.0 units/target HH -- large pool, tight supply."
98238,0.0,45.0,45.0,44.0,,100.0,100.0,100.0,,0.0,0.0,0.0,0.0,45.0,45.0,44.0,,1.0,1.0,1.0,,,,,44.0,inf,44.0,inf,,,100.0,50.0,50.0,60.17,69.03,BUILD NOW,"ZIP 98238: 100% high-income households, 999.0 units/target HH -- large pool, tight supply."
98623,,0.0,0.0,0.0,,100.0,100.0,100.0,,100.0,100.0,100.0,,42.0,36.0,43.0,,1.0,1.0,1.0,,,,,,,,,,,100.0,50.0,50.0,60.17,69.03,BUILD NOW,"ZIP 98623: 100% high-income households, 999.0 units/target HH -- large pool, tight supply."
94021,14.0,37.0,36.0,38.0,90.11,100.0,100.0,100.0,9.39,10.65,22.76,16.57,511.0,263.0,123.0,332.0,1.1097560975609757,1.1333333333333333,1.1967213114754098,1.0810810810810811,7.18,76.46,9.89,10.98,-179.0,-35.03,24.0,171.43,-0.028675016479894566,-2.5839025839025873,100.0,54.94,50.0,50.64,68.83,BUILD NOW,"ZIP 94021: 100% high-income households, -2.6 units/target HH -- large pool, tight supply."
93621,-37.0,-14.0,-31.0,-40.0,35.09,0.0,65.17,71.43,0.0,3.23,4.62,25.22,136.0,31.0,173.0,345.0,13.45,,2.896551724137931,1.83,25.22,inf,36.34,103.56,209.0,153.68,-3.0,8.11,-11.62,-86.39405204460967,71.43,68.17,50.0,94.97,68.79,BUILD NOW,"ZIP 93621: 71% high-income households, -86.4 units/target HH -- large pool, tight supply."
97049,-262.0,-190.0,-172.0,-109.0,49.11,68.6,70.99,80.72,25.93,17.58,19.33,17.47,1647.0,1866.0,1956.0,2015.0,5.833333333333333,4.1011608623548925,3.5096153846153846,2.8398950131233596,-8.46,-32.63,31.61,64.37,368.0,22.34,153.0,-58.4,-2.9934383202099735,-51.316085489313835,80.72,65.81,50.0,76.41,68.67,BUILD NOW,"ZIP 97049: 81% high-income households, -51.3 units/target HH -- large pool, tight supply."
