zcta,year,NAME,total_population,hh_total,hh_income_100_124k,hh_income_125_149k,hh_income_150_174k,hh_income_175_199k,hh_income_200k_plus,male_25_29,male_30_34,male_35_39,male_40_44,female_25_29,female_30_34,female_35_39,female_40_44,median_home_value,median_gross_rent,total_households,total_housing_units,owner_occupied_units,renter_occupied_units,pop_25_44,pct_pop_25_44,hh_income_100k_plus,pct_hh_income_100k_plus,home_value_to_income_ratio,pct_owner_occupied,demand_supply_gap,units_per_target_hh
91351,2022,ZCTA5 91351,32677,10311,1195,1607,1158,1361,1456,1499,1014,1501,1110,1095,1109,1126,868,557200,2171,10311,10514,7646,2665,9322,28.53,6777,65.73,5.572,72.72,-869,1.5514239338940534
91352,2022,ZCTA5 91352,45601,12175,1706,952,827,865,1160,2042,1978,1403,1436,2007,1602,1318,1357,657700,1720,12175,12930,6468,5707,13143,28.82,5510,45.26,6.577,50.02,-958,2.3466424682395646
91354,2022,ZCTA5 91354,33039,10808,1012,1274,1396,1593,3427,788,675,1253,1494,792,897,1361,1017,736800,2789,10808,11045,8567,2241,8277,25.05,8702,80.51,7.368,77.56,135,1.2692484486324982
91355,2022,ZCTA5 91355,30289,11898,1369,1385,1033,1556,2458,1056,829,1071,1050,919,950,916,988,686800,2469,11898,12429,7676,4222,7779,25.68,7801,65.57,6.868,61.76,125,1.5932572747083706
91356,2022,ZCTA5 91356,30599,11903,1262,1086,737,1085,3193,875,836,1243,1110,593,1226,977,879,1157700,1926,11903,12534,6842,5061,7739,25.29,7363,61.86,11.577,54.59,521,1.7022952600842047
91360,2022,ZCTA5 91360,42444,15146,1772,1533,1298,1851,3618,1136,1185,1163,1511,1059,1131,1269,1076,845700,2315,15146,15624,10211,4935,9530,22.45,10072,66.5,8.457,65.35,-139,1.551231135822081
91361,2022,ZCTA5 91361,18753,7752,761,626,581,740,2661,505,340,416,423,356,423,599,489,1242600,2622,7752,8279,5396,2356,3551,18.94,5369,69.26,12.426,65.18,-27,1.5420003725088471
91362,2022,ZCTA5 91362,36770,13856,1438,1085,1049,1856,4532,1199,992,770,958,1496,937,735,1127,977800,2641,13856,14408,9725,4131,8214,22.34,9960,71.88,9.778,67.5,235,1.4465863453815262
91364,2022,ZCTA5 91364,28765,10308,1048,1266,984,1194,3207,930,635,991,1075,859,826,1422,1075,1107700,2794,10308,11094,6895,3413,7813,27.16,7699,74.69,11.077,62.15,804,1.4409663592674373
91367,2022,ZCTA5 91367,44862,18234,2196,1800,1494,2408,3898,2080,1814,1978,1469,1797,1833,1428,1278,912900,2591,18234,19940,8925,9309,13677,30.49,11796,64.69,9.129,44.76,2871,1.690403526619193
91371,2022,ZCTA5 91371,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,,0,,,,0,
91377,2022,ZCTA5 91377,13627,5015,430,476,397,815,1704,299,253,396,554,210,278,559,540,927400,2963,5015,5231,3577,1438,3089,22.67,3822,76.21,9.274,68.38,245,1.36865515436944
91381,2022,ZCTA5 91381,20864,6817,629,470,809,904,2468,520,567,338,754,561,363,734,687,964900,2457,6817,6926,4266,2551,4524,21.68,5280,77.45,9.649,61.59,1014,1.3117424242424243
91384,2022,ZCTA5 91384,27652,7103,644,1034,858,1163,1660,1544,1665,1334,1069,772,775,909,726,645600,1788,7103,7251,6032,1071,8794,31.8,5359,75.45,6.456,83.19,-673,1.3530509423399888
91387,2022,ZCTA5 91387,46812,14036,1628,1654,1484,1617,2970,1404,1606,1688,1718,1197,1985,1834,1263,665800,2351,14036,14792,9012,5024,12695,27.12,9353,66.64,6.658,60.92,341,1.5815246444990911
91390,2022,ZCTA5 91390,18930,6194,609,522,511,1157,1889,441,453,453,594,354,575,620,552,800000,2230,6194,6647,5412,782,4042,21.35,4688,75.69,8.0,81.42,-724,1.4178754266211604
91401,2022,ZCTA5 91401,39179,14963,1815,1274,926,1447,1641,2016,1914,1679,1541,1792,1649,1491,1154,911700,1731,14963,15702,5073,9890,13236,33.78,7103,47.47,9.117,32.31,2030,2.2106152330001407
91402,2022,ZCTA5 91402,67937,20036,2357,1725,1109,1168,1042,3187,2631,2327,2321,2705,2185,2065,2569,563700,1525,20036,20571,7194,12842,19990,29.42,7401,36.94,5.637,34.97,207,2.77948925820835
91403,2022,ZCTA5 91403,25887,11923,1580,1308,1036,1213,2847,1102,1260,1111,1127,1451,1441,1007,943,1316400,2305,11923,12988,5000,6923,9442,36.47,7984,66.96,13.164,38.5,2984,1.626753507014028
91405,2022,ZCTA5 91405,55451,18370,2189,1534,948,1138,1150,2380,2876,2141,2104,2738,2474,2281,1605,648600,1649,18370,19425,4943,13427,18599,33.54,6959,37.88,6.486,25.45,2016,2.791349331800546
91406,2022,ZCTA5 91406,53276,18792,2508,2072,1210,1552,1792,1741,2684,2078,1970,1952,2206,2287,2037,701900,1764,18792,19534,7367,11425,16955,31.82,9134,48.61,7.019,37.71,1767,2.13860302167725
91411,2022,ZCTA5 91411,23689,9218,1276,679,692,824,1072,1473,1352,1248,763,1135,1005,988,795,876700,1804,9218,9890,2735,6483,8759,36.97,4543,49.28,8.767,27.65,1808,2.176975566806075
91423,2022,ZCTA5 91423,31787,14902,1720,1472,944,1794,3554,1974,1321,1309,1101,1854,1296,1421,1089,1256200,2154,14902,16329,5652,9250,11365,35.75,9484,63.64,12.562,34.61,3832,1.7217418810628426
91436,2022,ZCTA5 91436,16190,5965,420,712,585,614,2414,351,459,245,332,295,593,338,571,1738100,3258,5965,6203,4624,1341,3184,19.67,4745,79.55,17.381,74.54,121,1.3072708113804004
91501,2022,ZCTA5 91501,18951,7731,788,765,467,801,1125,631,584,722,779,775,800,556,581,963300,1985,7731,8303,2925,4806,5428,28.64,3946,51.04,9.633,35.23,1021,2.104156107450583
91502,2022,ZCTA5 91502,12312,5585,754,498,343,421,326,537,963,533,312,800,756,612,355,889000,1817,5585,6009,537,5048,4868,39.54,2342,41.93,8.89,8.94,1805,2.5657557643040136
91504,2022,ZCTA5 91504,27479,10224,1397,878,838,1212,2136,1180,835,1002,869,562,1284,954,672,923800,2072,10224,10804,5639,4585,7358,26.78,6461,63.19,9.238,52.19,822,1.672186967961616
