zcta,year,NAME,total_population,hh_total,hh_income_100_124k,hh_income_125_149k,hh_income_150_174k,hh_income_175_199k,hh_income_200k_plus,male_25_29,male_30_34,male_35_39,male_40_44,female_25_29,female_30_34,female_35_39,female_40_44,median_home_value,median_gross_rent,total_households,total_housing_units,owner_occupied_units,renter_occupied_units,pop_25_44,pct_pop_25_44,hh_income_100k_plus,pct_hh_income_100k_plus,home_value_to_income_ratio,pct_owner_occupied,demand_supply_gap,units_per_target_hh
95555,2019,ZCTA5 95555,437,174,22,5,5,5,5,9,18,7,0,14,15,21,18,308300,782,174,246,80,94,102,23.34,42,24.14,3.083,32.52,-38,5.857142857142857
95570,2019,ZCTA5 95570,2338,1026,115,82,56,75,75,2,48,107,108,30,35,106,97,447800,1160,1026,1444,778,248,533,22.8,403,39.28,4.478,53.88,-375,3.5831265508684864
95573,2019,ZCTA5 95573,1568,634,146,83,51,0,0,48,63,63,51,108,54,54,0,309000,1004,634,1052,418,216,441,28.12,280,44.16,3.09,39.73,-138,3.757142857142857
91316,2019,ZCTA5 91316,30499,12409,1515,1358,1119,1005,1399,1154,970,1084,1154,1150,1370,1058,1184,685300,1746,12409,12998,6220,6189,9124,29.92,6396,51.54,6.853,47.85,176,2.0322076297686054
91504,2019,ZCTA5 91504,26749,9387,1226,902,653,889,1535,1034,1034,1078,536,882,1201,1012,584,754000,1728,9387,9816,5080,4307,7361,27.52,5205,55.45,7.54,51.75,125,1.885878962536023
91724,2019,ZCTA5 91724,26717,8094,1001,799,745,1159,741,919,871,888,822,730,953,785,1152,557100,1726,8094,8465,5728,2366,7120,26.65,4445,54.92,5.571,67.67,-1283,1.904386951631046
91103,2019,ZCTA5 91103,27659,8515,1018,839,423,824,960,1027,898,958,906,949,866,991,1128,716700,1488,8515,9137,3980,4535,7723,27.92,4064,47.73,7.167,43.56,84,2.248277559055118
91008,2019,ZCTA5 91008,1084,426,43,29,14,49,109,47,20,18,5,18,42,14,24,1399200,2516,426,552,261,165,188,17.34,244,57.28,13.992,47.28,-17,2.262295081967213
91046,2019,ZCTA5 91046,158,95,10,15,0,0,0,0,0,0,0,0,0,0,0,,1292,95,95,0,95,0,0.0,25,26.32,,0.0,25,3.8
91210,2019,ZCTA5 91210,529,228,17,18,33,26,63,0,31,85,27,8,65,42,18,475900,3458,228,319,41,187,276,52.17,157,68.86,4.759,12.85,116,2.031847133757962
91330,2019,ZCTA5 91330,3257,0,0,0,0,0,0,50,22,25,7,62,6,27,6,,,0,0,0,0,205,6.29,0,,,,0,
91371,2019,ZCTA5 91371,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,,0,,,,0,
91387,2019,ZCTA5 91387,42034,12815,1686,1669,1180,1532,1934,1484,1198,1488,1537,1544,1462,1700,1229,536200,1943,12815,13436,8230,4585,11642,27.7,8001,62.43,5.362,61.25,-229,1.6792900887389077
91390,2019,ZCTA5 91390,19168,6000,769,570,518,1002,1341,718,496,431,452,422,498,627,482,593600,2242,6000,6377,5498,502,4126,21.53,4200,70.0,5.936,86.22,-1298,1.5183333333333333
91708,2019,ZCTA5 91708,4009,727,320,86,34,43,13,104,145,159,85,365,399,410,179,568900,2079,727,970,368,359,1846,46.05,496,68.23,5.689,37.94,128,1.9556451612903225
91915,2019,ZCTA5 91915,33485,8731,1373,1230,1120,1372,1287,1336,1175,1482,1595,693,1292,1648,1499,555700,2447,8731,9338,6301,2430,10720,32.01,6382,73.1,5.557,67.48,81,1.4631776872453777
92335,2019,ZCTA5 92335,99306,25098,3426,1917,1008,743,422,4573,3863,3491,3210,4232,3657,3470,2821,306500,1197,25098,26136,12367,12731,29317,29.52,7516,29.95,3.065,47.32,-4851,3.4773815859499733
92371,2019,ZCTA5 92371,18269,5268,520,414,534,349,73,549,367,257,734,255,742,564,658,230500,1139,5268,5898,4043,1225,4126,22.58,1890,35.88,2.305,68.55,-2153,3.1206349206349207
92372,2019,ZCTA5 92372,6071,2077,382,158,111,141,74,189,16,186,302,136,211,86,78,260100,1036,2077,2439,1515,562,1204,19.83,866,41.69,2.601,62.12,-649,2.8163972286374133
92392,2019,ZCTA5 92392,58393,15880,2444,1441,735,1292,554,2683,2059,1803,1785,2107,2422,1900,1760,232500,1403,15880,17484,9145,6735,16519,28.29,6466,40.72,2.325,52.3,-2679,2.7039901020723787
92505,2019,ZCTA5 92505,53282,13700,2307,1581,796,1095,586,2755,2170,1614,1896,2389,2073,1568,1908,352500,1539,13700,14730,6976,6724,16373,30.73,6365,46.46,3.525,47.36,-611,2.314218381775334
92401,2019,ZCTA5 92401,2257,762,75,10,0,12,28,172,29,76,38,135,64,80,47,217300,826,762,860,118,644,641,28.4,125,16.4,2.173,13.72,7,6.88
92408,2019,ZCTA5 92408,13635,3640,450,208,94,53,59,907,581,575,531,435,419,393,359,250400,964,3640,4066,1342,2298,4200,30.8,864,23.74,2.504,33.01,-478,4.706018518518518
92504,2019,ZCTA5 92504,59896,16569,2373,1687,1156,1066,874,2304,2345,1761,1600,2441,1729,2063,1816,359600,1297,16569,17422,9773,6796,16059,26.81,7156,43.19,3.596,56.1,-2617,2.4346003353828953
92506,2019,ZCTA5 92506,46241,14692,1963,1845,1181,1996,2185,1947,1569,1535,1184,1695,1739,1195,1404,439000,1466,14692,15414,11269,3423,12268,26.53,9170,62.41,4.39,73.11,-2099,1.6809160305343511
92509,2019,ZCTA5 92509,81383,18735,2964,2096,1237,1229,859,3422,3019,2809,2659,3242,2847,2574,2323,342800,1345,18735,19627,12742,5993,22895,28.13,8385,44.76,3.428,64.92,-4357,2.340727489564699
92539,2019,ZCTA5 92539,4557,1629,202,56,30,76,36,194,24,144,100,98,76,160,83,201400,814,1629,2256,1239,390,879,19.29,400,24.55,2.014,54.92,-839,5.64
92543,2019,ZCTA5 92543,38314,12775,837,444,261,212,160,1196,866,1052,919,1412,994,1178,1214,136600,991,12775,14367,6238,6537,8831,23.05,1914,14.98,1.366,43.42,-4324,7.506269592476489
92586,2019,ZCTA5 92586,19472,9049,878,664,239,225,172,379,603,326,278,270,315,402,181,235600,1192,9049,9842,6151,2898,2754,14.14,2178,24.07,2.356,62.5,-3973,4.5188246097337
92592,2019,ZCTA5 92592,84930,24544,3435,3552,2422,3279,3825,2230,2732,2342,3228,2096,2675,2977,2820,463900,2000,24544,25783,18152,6392,21100,24.84,16513,67.28,4.639,70.4,-1639,1.561375885665839
92618,2019,ZCTA5 92618,48997,19247,2488,2057,1978,2708,3610,2686,3438,2306,2352,2263,2828,2770,2000,839500,2428,19247,20640,6890,12357,20643,42.13,12841,66.72,8.395,33.38,5951,1.6073514523790982
92625,2019,ZCTA5 92625,12394,5759,354,454,286,728,2312,258,215,299,242,210,215,352,344,2000001,2851,5759,6787,3954,1805,2135,17.23,4134,71.78,20.00001,58.26,180,1.6417513304305758
92679,2019,ZCTA5 92679,32657,10863,837,1013,868,1808,4539,799,632,718,1086,768,552,799,1344,890700,2441,10863,11249,9459,1404,6698,20.51,9065,83.45,8.907,84.09,-394,1.2409266409266408
92688,2019,ZCTA5 92688,44832,15984,2033,1988,1336,2761,3108,1199,1699,1551,1710,1420,1418,1967,1349,627700,2060,15984,16406,10898,5086,12313,27.46,11226,70.23,6.277,66.43,328,1.4614288259397827
92708,2019,ZCTA5 92708,56953,18756,2768,2069,1645,2021,2813,1617,1418,1671,1709,1687,1435,1705,1816,734500,2010,18756,19235,12955,5801,13058,22.93,11316,60.33,7.345,67.35,-1639,1.699805585012372
92806,2019,ZCTA5 92806,39442,12339,1776,1169,1024,1275,605,1981,1982,1675,1268,2008,1574,1461,1418,576800,1821,12339,13081,4742,7597,13367,33.89,5849,47.4,5.768,36.25,1107,2.2364506753291162
92843,2019,ZCTA5 92843,46873,11833,1898,1055,595,775,618,1731,2062,1271,1773,1564,1554,1275,1691,515100,1487,11833,12104,5591,6242,12921,27.57,4941,41.76,5.151,46.19,-650,2.449706537138231
92870,2019,ZCTA5 92870,53600,17177,2015,2035,1481,2399,2265,1798,2010,1691,1644,1744,2120,1527,1946,630300,1796,17177,17632,11260,5917,14480,27.01,10195,59.35,6.303,63.86,-1065,1.729475232957332
92004,2019,ZCTA5 92004,2299,1136,117,72,26,81,59,0,0,18,0,33,0,33,100,170900,729,1136,3017,976,160,184,8.0,355,31.25,1.709,32.35,-621,8.498591549295774
92007,2019,ZCTA5 92007,11417,4619,541,449,379,572,1142,136,198,567,300,279,412,401,591,1076000,1995,4619,4957,2679,1940,2884,25.26,3083,66.75,10.76,54.04,404,1.6078494972429451
92037,2019,ZCTA5 92037,38168,16666,1625,1498,1200,1683,4744,1341,1089,1088,783,1320,1268,1189,1021,1562100,2031,16666,20082,10020,6646,9099,23.84,10750,64.5,15.621,49.9,730,1.868093023255814
92020,2019,ZCTA5 92020,59743,19256,2407,1648,901,1311,1302,2794,2291,1971,2009,2736,2190,2045,1916,526600,1344,19256,19965,7749,11507,17952,30.05,7569,39.31,5.266,38.81,-180,2.6377328577090764
92025,2019,ZCTA5 92025,52985,15957,1784,1183,805,1214,1161,2634,2022,1993,1577,2391,1816,1761,1455,499400,1386,15957,16552,6827,9130,15649,29.53,6147,38.52,4.994,41.25,-680,2.6926956238815682
92027,2019,ZCTA5 92027,56788,16589,2005,1932,1233,1557,724,2657,2593,1781,1639,2027,2199,1844,1613,440100,1416,16589,17158,10164,6425,16353,28.8,7451,44.92,4.401,59.24,-2713,2.3027781505838143
92065,2019,ZCTA5 92065,37505,11883,1637,1362,1386,1630,1438,1116,1314,1151,1071,913,955,1208,1073,515000,1616,11883,12873,8996,2887,8801,23.47,7453,62.72,5.15,69.88,-1543,1.7272239366697975
92256,2019,ZCTA5 92256,3100,1456,211,65,44,45,71,85,123,100,106,83,98,52,68,166400,899,1456,2024,1093,363,715,23.06,436,29.95,1.664,54.0,-657,4.6422018348623855
92283,2019,ZCTA5 92283,1684,512,37,11,13,8,6,46,40,13,55,40,47,24,39,100000,523,512,1348,234,278,304,18.05,75,14.65,1.0,17.36,-159,17.973333333333333
92328,2019,ZCTA5 92328,438,230,31,42,8,0,0,7,43,26,55,15,16,19,24,9999,263,230,299,24,206,205,46.8,81,35.22,0.09999,8.03,57,3.691358024691358
92363,2019,ZCTA5 92363,5348,2188,127,124,62,66,29,190,43,124,191,168,84,211,128,89700,638,2188,4037,1150,1038,1139,21.3,408,18.65,0.897,28.49,-742,9.894607843137255
92008,2019,ZCTA5 92008,27151,11307,1677,1244,754,1043,1863,1173,1009,807,862,1119,787,519,1055,808000,1873,11307,13247,5190,6117,7331,27.0,6581,58.2,8.08,39.18,1391,2.0129159702172923
92036,2019,ZCTA5 92036,2593,1203,147,50,23,91,17,62,140,37,75,62,34,39,101,348000,1146,1203,2138,929,274,550,21.21,328,27.27,3.48,43.45,-601,6.5182926829268295
92106,2019,ZCTA5 92106,20155,7711,657,933,588,683,1799,859,737,780,679,633,446,603,808,1032700,1895,7711,8346,4386,3325,5545,27.51,4660,60.43,10.327,52.55,274,1.7909871244635194
92108,2019,ZCTA5 92108,22280,11072,1389,1592,856,999,724,1909,1579,1036,839,2135,1681,1171,503,384800,2145,11072,12376,2587,8485,10853,48.71,5560,50.22,3.848,20.9,2973,2.2258992805755398
